şarkı sözü;;şarkı adı
"Teoman - Gemiler 

Bir an için çıksam hayatımdan
Yanık tenli omuzunda
Haykırsam maziden, uzaklardan
Şu anda yanında
Deniz rüzgara karışmış güneşte
Martı sesleri vardı, gülüşlerde
Gülüşlerde
Gülüşlerde
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Bir an için çıksam hayatımdan
Yanık tenli omuzunda
Haykırsam maziden, uzaklardan
Şu anda yanında
Deniz rüzgara karışmış güneşte
Dalga sesleri vardı, gülüşlerde
Gülüşlerde
Gülüşlerde
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice
Sen geçerken sahilden sessizce
Gemiler kalkar yüreğimden gizlice";;Teoman - Gemiler 
"Mor ve Ötesi - Hazinende 

Güç seninle, anladık
Biraz, biraz, biraz
Yan bakanlar hep düşman
Düşman
Tüm bildiklerin bunlar, bunlar
Kim sana layık ruhlar?
Gülmek yasak mı
Senin ülkende
Nefes almak kolay mı
Hazinende
Gün senindi anladık
Biraz, biraz, biraz
Hayalin ufak kaldı
Ufak, ufak, ufak
Yalnız bir şey başardın
Bir şey başardın
Sana şarkılar yazdık
Gülmek yasak mı
Senin ülkende
Nefes almak kolay mı
Hazinende
Zor yıllar
Zor yıllar
Geçti artık
Geçti artık
Anladık, anladık
Sevemezdin, anladık
Anladık, anladık
Artık hiç bir şey yapma";;Mor ve Ötesi - Hazinende 
"Pilli Bebek - Haram Geceler 

Aklım başımda değil ki
Sebebini bilmiyorum
Bize nazar değdi inan
Adım gibi biliyorum

Yine bana haram geceler
Senin için ağlıyorum
Yar yine bana haram geceler
Senin için ağlıyorum

Yanıyorum yanıyorum
Ah yanıyorum yanıyorum
Yar yine bana haram geceler
Senin için ağlıyorum


Aklım başımda değil ki
Sebebini bilmiyorum
Bize nazar değdi inan
Adım gibi biliyorum

Yine bana haram geceler
Senin için ağlıyorum
Yar yine bana haram geceler
Senin için ağlıyorum

Yanıyorum yanıyorum
Ah yanıyorum yanıyorum
Yar yine bana haram geceler (x2)
Senin için ağlıyorum";;Pilli Bebek - Haram Geceler 
"Mustafa Ceceli - Aşk İçin Gelmişiz

Aşk için gelmişiz biz bu cihana
Dostu sevmektir bizim işimiz
Aşk için gelmişiz biz bu cihana
Dostu sevmektir bizim işimiz
""Allah"" der her bir zerremiz
Ağyar görenden bize ne?
Ağyar görenden bize ne?
Yer gök seslenir her dem ""Allah""
Benlikten geçenin yâridir Allah
Aşkı bulan neyler ki bu dünyayı?
Her dem seslenir o, ""Allah, Allah""
Yer gök seslenir her dem ""Allah""
Benlikten geçenin yâridir Allah
Aşkı bulan neyler ki bu dünyayı?
Her dem seslenir o, ""Allah, Allah""
Allah Allah, Allah Allah, Allah Allah, Allah Allah
Allah Allah, Allah Allah, Allah Allah, Allah Allah
Aşk için gelmişiz biz bu cihana
Dostu sevmektir bizim işimiz
Aşk için gelmişiz biz bu cihana
Dostu sevmektir bizim işimiz
""Allah"" der her bir zerremiz
Ağyar görenden bize ne?
Ağyar görenden bize ne?
Yer gök seslenir her dem ""Allah""
Benlikten geçenin yâridir Allah
Aşkı bulan neyler ki bu dünyayı
Her dem seslenir o, ""Allah, Allah""
Yer gök seslenir her dem ""Allah""
Benlikten geçenin yâridir Allah
Aşkı bulan neyler ki bu dünyayı?
Her dem seslenir o, ""Allah, Allah""
Her dem seslenir o, ""Allah, Allah""
Her dem seslenir o, ""Allah, Allah""";;Mustafa Ceceli - Aşk İçin Gelmişiz
"Seksendört - Kendime Yalan Söyledim

Terkedilmiş bir şehrin ortasındayım
Altım çamur üstüm, yağmur ama bak burdayım
Bazı şeyler kaybetmeden sevilmiyor
Bedenim burda fakat ruhum kabul etmiyor aah
Kendime yalan söyledim
Yalnızım bunu ben istedim
Paramparça bütün aynalar
İçinde kan revan birisi var
Kendime yalan söyledim
Yalnızım bunu ben istedim
Paramparça bütün aynalar
İçinde kan revan birisi var
Birisi var, birisi var
Yaşadığım ne varsa ben seçtim ben istedim
Artık sabah uyandığım ses annem değil
Bazı şeyler kaybetmeden farkedilmiyor
Bedenim burda fakat ruhum kabul etmiyor aah
Kendime yalan söyledim
Yalnızım bunu ben istedim
Paramparça bütün aynalar
İçinde kan revan birisi var
Kendime yalan söyledim
Yalnızım bunu ben istedim
Paramparça bütün aynalar
İçinde kan revan birisi var
Birisi var, birisi var
Ser verip, sır vermedim
Cesaret ister böyle itiraflar
Söylemesi zor
Tek korkum bu kadar
Kendime yalan söyledim
Yalnızım bunu ben istedim
Paramparça bütün aynalar
İçinde kan revan birisi var
Kendime yalan söyledim
Yalnızım bunu ben istedim
Paramparça bütün aynalar
İçinde kan revan birisi var
Birisi var, birisi var";;Seksendört - Kendime Yalan Söyledim
"Duman - Her Şeyi Yak

Beni yak kendini yak, her şeyi yak
Bir kıvılcım yeter, ben hazırım bak
İster öp okşa, istersen öldür
Aşk için ölmeli, aşk o zaman aşk
Aşk için ölmeli, aşk o zaman aşk
Seni içime çektim bir nefeste
Yüreğim tutuklu, göğsüm kafeste
Yanacağız ikimiz de ateşte
Bir kıvılcım yeter, hazırım bak
Aşk için ölmeli, aşk o zaman aşk
Allah'ım, Allah'ım
Ateşlere yürüyorum
Allah'ım acı ile
Aşk ile büyüyorum
Beni yor hasretinle, sevginle yor
Sevgisizlik ayrılıktan daha zor
Dilediğin kadar acıt canımı
Varlığın da, yokluğun da yetmiyor
Varlığın da, yokluğun da yetmiyor
Allah'ım, Allah'ım
Ateşlere yürüyorum
Allah'ım, acı ile
Aşk ile büyüyorum
Beni yak kendini yak, her şeyi yak
Bir kıvılcım yeter, ben hazırım bak
İster öp okşa, istersen öldür
Aşk için ölmeli, aşk o zaman aşk
Aşk için ölmeli, aşk o zaman aşk
Seni içime çektim bir nefeste
Yüreğim tutuklu, göğsüm kafeste
Yanacağız ikimiz de ateşte
Bir kıvılcım yeter, hazırım bak
Aşk için ölmeli, aşk o zaman aşk
Beni yak kendini yak, her şeyi yak
Bir kıvılcım yeter, ben hazırım bak
İster öp okşa, istersen öldür
Aşk için ölmeli, aşk o zaman aşk
Aşk için ölmeli, aşk o zaman aşk
Seni içime çektim bir nefeste";;Duman - Her Şeyi Yak
"Pihani - Beni Al

Bugünüm yarın olsa, ya da hep yeni baştan
Yaşamak ne güzel olur hiç başlamamışsan
Geriye ne kalırdı, yaşananları atsan
Seni bir daha yaşamak isterim aslında
Beni al kucağına, elini belime sar
Beni almadığın an üşürüm sabaha kadar
Beni al kucağına, elimi beline sar
Beni almadığın an ölürüm beni al
Biraz önce uyurken, seni koynuma aldım
Dudağından öperken uykudan uyandım
Sana böyle uzakken, seni bir daha sevdim
Yanına gelebilsem bir daha dönmezdim
Beni al kucağına, elini belime sar
Beni almadığın an üşürüm sabaha kadar
Beni al kucağına, elimi beline sar
Beni almadığın an ölürüm beni al
Beni al kucağına, üşürüm sabaha kadar
Beni al kucağına, üşürüm sabaha kadar";;Pihani - Beni Al
"Yüksek Sadakat - Hadi Gel İçelim

Bugün çok yorulmuşsan
Her yerde arayıp
Yine de bulamamışsan
O seni unutmuş
Sen unutamamışsan
Kalbinin kuşu uçmuş
Sen tutamamışsan
Bugün çok yorulmuşsan
Her yerde arayıp
Yine de bulamamışsan
O seni unutmuş
Sen unutamamışsan
Kalbinin kuşu uçmuş
Sen tutamamışsan
Haydi gel
Haydi gel içelim
Derdini al da gel
Haydi gel içelim
Bu evrende bir tozsun
Tarih seni unutsun
Haydi gel içelim
Topla da gel
Haydi gel içelim
Hepsini al da gel
Haydi gel içelim
Mazi kalbinde yaraysa
Unut artık ne varsa
Haydi gel içelim
Yerlere düşelim
Haydi gel içelim
Yerlere düşelim
Bugün çok yorulmuşsan
Her yerde arayıp
Yine de bulamamışsan
O seni unutmuş
Sen unutamamışsan
Kalbinin kuşu uçmuş
Sen tutamamışsan
Haydi gel
Haydi gel içelim
Derdini al da gel
Haydi gel içelim
Bu evrende bir tozsun
Tarih seni unutsun
Haydi gel içelim
Topla da gel
Haydi gel içelim
Hepsini al da gel
Haydi gel içelim
Mazi kalbinde yaraysa
Unut artık ne varsa
Haydi gel içelim
Yerlere düşelim
Haydi gel içelim
Yerlere düşelim
Haydi gel
Haydi gel içelim
Derdini al da gel
Haydi gel içelim
Bu evrende bir tozsun
Tarih seni unutsun
Haydi gel içelim
Topla da gel
Hepsini al da gel
Mazi kalbinde yaraysa
Unut artık ne varsa
Haydi gel içelim
Yerlere düşelim
Haydi gel içelim
Yerlere düşelim";;Yüksek Sadakat - Hadi Gel İçelim
"Adamlar - Rüyalarda Buruşmuşum

Kafayı taktım çıkardım
Uzak yakın dekor tuzak
Savaş meydanında bir tutsak
Uyu uyan unutsak

Başımdan büyük dertlere yar oldum
Biraz bildim az da uydurdum
Rüyamın peşine taksi tuttum da
Cüzdanımı unuttum

Düne bugüne yarına baka baka vay
Yüzümü gözümü iki çift sözümü
Kirli sepeti dibi gibi bastırıp gizlemişim
Sola diye sağa düzümü tersime
Tam da başucuma saatli bombalar kurmuşum
Rüyalarda buruşmuşum

Gazı aldım hevaya uçtum
Tek iğneyle belaya düştüm
Saat kaç? zaman hiç, içim taş
Işıkları kapatmıştım
Kulelere tırmanmıştım
Ordan size tükürmüştüm
Sonra aşşağı inip durmuşken
Niyeyse başım acık ıslaktı

Rüzgar gibi kısraktı
Kör bir eşeğe yanıktı
Yerde yatan adam sokak lambasını
Elini şıklatıp kapattı

Bütün dünya uyumuştu
Saat farkı filan yoktu
Sanki yalana karnı toktu da
Bi üfleyip acıkmıştı

Düne bugüne yarına baka baka vay
Yüzümü gözümü iki çift sözümü
Kirli sepeti dibi gibi bastırıp gizlemişim
Sola diye sağa düzümü tersime
Tam da başucuma saatli bombalar kurmuşum
Rüyalarda buruşmuşum";;Adamlar - Rüyalarda Buruşmuşum
"Model - Değmesin Ellerimiz 

Ah ne zormuş bitsin demek
Hala severken seni
Dudaklarını öpmemek
Bir yabancı gibi
Bilirsin ayrılık konusunda
İyi değiliz ikimiz de
Bir kıvılcım yeterdi her zaman
Koşup geri dönmemize
Değmesin ellerimiz
Buluşmasın bu gözler
Yine erir gideriz
Unutulur yeminler
Biz hiç beceremedik
Sevmeyi de terk etmeyi de
Aşk kokan dudakların
Karşısında direnmeyi de
Biz hiç beceremedik
Sevmeyi de terk etmeyi de
Aşk dolu mısraların
Karşısında direnmeyi de
Ah ne zormuş bitsin demek
Hala severken seni
Dudaklarını öpmemek
Bir yabancı gibi
Bilirsin ayrılık konusunda
İyi değiliz ikimiz de
Bir kıvılcım yeterdi her zaman
Koşup geri dönmemize
Değmesin ellerimiz
Buluşmasın bu gözler
Yine erir gideriz
Unutulur yeminler
Biz hiç beceremedik
Sevmeyi de terk etmeyi de
Aşk kokan dudakların
Karşısında direnmeyi de
Biz hiç beceremedik
Sevmeyi de terk etmeyi de
Aşk dolu mısraların
Karşısında direnmeyi de
İşte bir kez daha
Durup karşında
Belki de son defa
Soruyorum sana
Bitti mi hikayemiz?
Bu ne biçim son böyle
Değmez miydi sevgimiz
Savaşıp direnmeye?
Değmesin ellerimiz
Buluşmasın bu gözler
Yine erir gideriz
Unutulur yeminler
Biz hiç beceremedik
Sevmeyi de terk etmeyi de
Kendimize sahip çıkıp
Dünyayla yüzleşmeyi de
Biz hiç beceremedik
Sevmeyi de terk etmeyi de
Korktuğumuz o gözlerin
Karşısında direnmeyi de
Bitmesin hikayemiz";;Model - Değmesin Ellerimiz 
"Emre Aydın - Hoşça kal

Sen hiç görmedin
Su vermeye benzedik
Plastik çiçeklere
Hiç görmedin
Sen hiç görmedin
Dans ettik durmadan
Kırık camlar üstünde
Sen öyle
Sana benzeyen her şey gibi
Erirken avuçlarında ben
Unutuyorum
Hoşça kal
Olacaklar sensiz olsun
Daha durmam boşluklarında ben
Unutuyorum
Hoşça kal
Olacaklar sensiz olsun
Daha durmam boşluklarında ben
Unutuyorum
Sen hiç görmedin
Baştan böyle yazılmış
Yok kimsesi kimsenin
Hiç kimsenin
Sen hiç görmedin
Sonu baştan yazılmış
Bitti, bitti, bitti kelimelerim
Sen öyle
Sana benzeyen her şey gibi
Erirken avuçlarında
Ben unutuyorum
Hoşça kal
Olacaklar sensiz olsun
Daha durmam boşluklarında ben
Unutuyorum
Hoşça kal
Olacaklar sensiz olsun
Daha durmam boşluklarında ben
Unutuyorum
Hoşça kal
Olacaklar sensiz olsun
Daha durmam boşluklarında ben
Hoşça kal
Olacaklar sensiz olsun
Daha durmam boşluklarında ben
Unutuyorum
Unutuyorum";;Emre Aydın - Hoşça kal
"Teoman - İstasyon İnsanları

Ruhi'dir benim adım hiç çıkamam evimden
Dostlar uydururum hayali mutluyumdur bu yüzden
Bir çiçek dürbününden insanlara bakarken
Bir gün bir istasyon gördüm trenleri geciken
Yolcular ellerinde tek gidişlik bir bilet
Henüz bilmeseler de hayat bundan ibaret
İstasyon insanları buradalar tesadüfen
Aynı rüyayı görüp ayrı yerlere giden
İstasyon insanları buradalar tesadüfen
Aynı rüyayı görüp ayrı yerlere giden
Eskiden çok eskiden ben daha çok küçükken
Henüz cennet plajı otopark olmamışken
Mercanların arasında küçük balıklar vardı
En güzelleri el boyunda kavuniçi olanlardı
Bir gün bir rüya gördüm o kavuniçi balık benmişim
Büyümem beklenmeden afiyetle yenmişim
İstasyon insanları buradalar tesadüfen
Aynı rüyayı görüp ayrı yerlere giden
İstasyon insanları buradalar tesadüfen
Aynı rüyayı görüp ayrı yerlere giden
Bir sırrım var saklarım
Ama görünce anlarsınız
Yalnız dikkat acımayın acınmak canımı en çok acıtandır
İstasyon insanları buradalar tesadüfen
Aynı rüyayı görüp ayrı yerlere giden
İstasyon insanları buradalar tesadüfen
Aynı rüyayı görüp ayrı yerlere giden";;Teoman - İstasyon İnsanları
"Burcu Güneş - Kök Kuyular

Seni nasıl atayım bu kalpten
Nasıl sağ çıkayım bu harpten
Her şeyi yalan eden bu dertten
Nasıl kurtulayım
Ömrüm, özüm, iki gözüm sel
Yandım bittim hasretinden
Artık yeter, hadi dön gel
Ne olur, ne olur, ne olur
Beni kör kuyularda bırakma
Kurtulan yok, anla be anla
Beni burda bu halde bırakma
Bırakma, bırakma, bırakma, bırakma
Kör kuyularda bırakma
Kurtulan yok, anla be anla
Beni burda bu halde bırakma
Bırakma, bırakma, bırakma, bırakma
Seni nasıl atayım bu kalpten
Nasıl sağ çıkayım bu harpten
Her şeyi yalan eden bu dertten
Nasıl kurtulayım
Ömrüm, özüm, iki gözüm sel
Yandım bittim hasretinden
Artık yeter, hadi dön gel
Ne olur, ne olur, ne olur
Beni kör kuyularda bırakma
Kurtulan yok, anla be anla
Beni burda bu halde bırakma
Bırakma, bırakma, bırakma, bırakma
Kör kuyularda bırakma
Kurtulan yok, anla be anla
Beni burda bu halde bırakma
Bırakma, bırakma, bırakma, bırakma
Beni kör kuyularda bırakma
Kurtulan yok, anla be anla
Burda bu halde bırakma
Bırakma, bırakma, bırakma
Kör kuyularda bırakma
Kurtulan yok, anla be anla
Burda bu halde bırakma
Bırakma, bırakma, bırakma, bırakma";;Burcu Güneş - Kök Kuyular
"Duman - Seni Kendime Sakladım

Onu bunu bilmem anlamam
Kim ne derse desin lan
Arkanızdan yol almam
Onlar ister alınsın
İsterlerse darılsın
Onu bunu bilmem karışmam
Kim ne derse desin lan
Ben alınıp satılmam
Onlar ister alınsın
İsterlerse satılsın
Seni kendime sakladım
Hepsini ben hesapladım
Seni kendime sakladım
Hepsini ben hesapladım
Onu bunu bilmem anlamam
Kim ne derse desin lan
İşte meydan işte can
Onlar ister kapışsın
İsterlerse barışsın
Seni kendime sakladım
Hepsini ben hesapladım
Seni kendime sakladım
Seni kendime sakladım
Hepsini ben hesapladım
Seni kendime sakladım
Hepsini ben hesapladım";;Duman - Seni Kendime Sakladım
"Athena - Ben Böyleyim 

Hayat bu kadar mı?
Bence değil
Bir kaç sözüm var
Biraz senin gibi
Yıkılmayan duvarları var
Bazen esintili
Bazen uzak yakınlarım var
Ben, ben böyleyim kendi yolumda
Bırak tutma beni
Kaybetsem de üzülmem asla
Ne boş kaygıların
Korkma bana hiç bir şey olmaz
Yanlış doğru gibi
Eksik kalan bir kaç satırsa
Ve ben ben böyleyim
Kendi yolumda
Hayat benim
Her anımı yaşadıkça sevesim var
Aldırmam hiç yağmurlara
Benim güzel hatalarım var
Bir an bile vazgeçmedim
Kendi yolumdan
Değer saklanma hiç geçer zaman
Böylede geçer ya sev ister vazgeç
Beklentiler sadece üzer
Ayrı dünyalarda farklı farklı kafalarda
Ve ben ben böyleyim
Kendi yolumda
Hayat benim
Her anımı yaşadıkça sevesim var
Aldırmam hiç yağmurlara
Benim güzel hatalarım var
Bir an bile vazgeçmedim
Kendi yolumdan";;Athena - Ben Böyleyim 
"Mor ve Ötesi - Güneşi Beklerken

Bu bedenler biraz sahipsiz
Biraz da renksiz bugün
Yarın yok, yarın neymiş
Bu sokaklar biraz sahici
Biraz da eşsiz bugün
Yarın yok, yarın neymiş
Aklının ardında neler yatar bilmem
Karanlığın dibi yok oldu sonunda
Hayat ne anlatır neleri gizlerken
Yolunu bilmezsin güneşi beklerken
Dünya bir çadır ve onu kaybettin
Güneşi beklerken
Bu bedenler biraz sahici
Biraz da renksiz bugün
Yarın yok, yarın neymiş, yarın neymiş
Aklının ardında neler yatar bilmem
Karanlığın dibi yok oldu sonunda
Hayat ne anlatır neleri gizlerken
Yolunu bilmezsin güneşi beklerken
Dünya bir çadır ve onu kaybettin
Güneşi beklerken
Hayat ne anlatır neleri gizlerken
Yolunu bilmezsin güneşi beklerken
Dünya bir çadır ve onu kaybettin
Güneşi beklerken";;Mor ve Ötesi - Güneşi Beklerken
"Pilli Bebek - Siyah Beyaz

Siyah beyaz düşlerimde seni hatırlarım
Bomboş ellerimde seni duyumsarım
Sensiz gecelerde, sensiz ağlarım
Sonsuz gecelerde, sensiz ağlarım
Fırtınalar sabahında doğan günü duyumsarım
Mevsimlerin en sıcağında susuzluğa kanarım
Yitip giden insanlara, dostlarıma ağlarım
Yanlış zamanlara, sensizliğe ağlarım
Nedensiz sorgusuz bir rüya gözlerimde
Nedensiz sorgusuz bir duvar benliğimde
Siyah beyaz düşlerimde seni hatırlarım
Bomboş ellerimde seni duyumsarım
Sensiz gecelerde, sensiz ağlarım
Sonsuz gecelerde, sensiz ağlarım";;Pilli Bebek - Siyah Beyaz
"Özlem Tekin - Sen Anla

Alıştım yalana
Pervasız olmaya
Kim tutmuş sözünü ama hala
Masmavi bak gökyüzü
Alıştım elvedaya
Umursamaz durmaya
Hiç sevgi görmedim ama hala
Sımsıcak bak ellerim
A-h a-h a-a-a-h
Ben üzülmem sen ağla
Dert dinlemem anlat orda burda
Çoktan ayrılmışız aslında
Ben söylemem sen anla
Ben söylemem sen anla
Alıştım korkuya
Yalnız kalmaya
Hiç kimseyi silmem ama hala
Bembeyaz bak bu sayfa
A-h a-h a-a-a-h
Ben üzülmem sen ağla
Dert dinlemem anlat orda burda
Çoktan ayrılmışız aslında
Ben söylemem sen anla
Ben söylemem sen anla
Ben üzülmem sen ağla
Dert dinlemem anlat orda burda
Çoktan ayrılmışız aslında
Ben söylemem sen anla
Ben söylemem sen anla
Ben üzülmem sen ağla
Dert dinlemem anlat orda burda
Çoktan ayrılmışız aslında
Ben söylemem sen anla
Ben söylemem sen anla ";;Özlem Tekin - Sen Anla
"Manga - Dünyanın Sonuna Dpğmuşum

N'aber? bak, bende dert yok, tasa yok
Mutluyum artık, bi' beynim yok
Dikmişim ekrana gözlerimi
Başka da bir ihtiyacım yok
Kişisel neyim kaldı ki bir iletim olsun
Tıklana tıklana her şeyim ortada
Atın ölümü arpadan olsun
Her yiğit gibi benimki de meydanda
Tıklama konusu ayrı bir dava
Mahkemelerde görülüyor hâlâ
Namusu bacak arasında ararım
Dişi sinek bile görsem laf atarım
Çakma makma, üçe beşe bakmam
Önüm, arkam, sağım solum markam
Bana pastamı verin, ekmeğe gerek yok
Ben tüketmeden var olamam
Ayna, ayna hadi söyle, benden daha gamsızı var mı?
Ayna, ayna hadi söyle, benden daha arsızı var mı?
Dünyanın sonuna doğmuşum
Ya da ölmüşüm de haberim yok
İyi bilirdik derler elbet ardımdan
Bundan büyük bi' yalan yok
Yok, bundan büyük yalan yok
Bana dokunmayan yılan bin yaşasın
Dedikodu yapar, keyfime bakarım
Ağzımda sakız, elimde çanta
Fink atarım kaldırımlarda
Bağlanmaya sonuna kadar karşıyım
Ama dizilerimden beni ayırmayın
Değişir dünyam bir tuşla uzaktan
Elimdeki kumandam hayatıma kumandan
Yeni bir kart verdi bugün bankam
Puanlarım artık en büyük kankam
Olmasa da cebimde beş kuruş para
Cebimdeki telefon on numara
Allah allah gizli numara
Kim acaba? alo?
Bak kızım, yedi kocalı hürmüz gibi dolan
Ama ailemizin kızı gibi davran
Seni alacak biri de bulunur elbet
En kolay parayı hep sen kazan
Ayna, ayna hadi söyle, benden daha gamsızı var mı?
Ayna, ayna hadi söyle, benden daha arsızı var mı?
Dünyanın sonuna doğmuşum
Ya da ölmüşüm de haberim yok
İyi bilirdik derler elbet ardımdan
Bundan büyük bi' yalan yok
Yok, bundan büyük yalan yok
Sıkıldım çok, her dakika düşünmekten, üzülmekten
Artık yok, kalmadı gücüm düşmekten, yenilmekten
Pişmanım erken vazgeçmekten, kendimden
Bu alem geçmiş kendinden
Ne gelir elden?
Dünyanın sonuna doğmuşum
Ya da ölmüşüm de haberim yok
İyi bilirdik derler elbet ardımdan
Bundan büyük bi' yalan yok
Yok, bundan büyük yalan yok
Çakma makma, üçe beşe bakmam
Önüm, arkam, sağım solum markam
Bana pastamı verin, ekmeğe gerek yok
Ben tüketmeden var olamam";;Manga - Dünyanın Sonuna Dpğmuşum
