şarkı sözleri;;"﻿şarkı sözleri;;şarkı ad"
"Çağan Şengül – Benimle Kal Şarkı Sözü





Çağan Şengül – Benimle Kal Sözleri:
Yüzün eski bir şiirdir
Çok kez yazılmış
Üstü karalanmış
Sevilmek bir savaş değil mi?
Çok yalan bulaşmış
Defalarca yara almış
Yine de arıyorsam seni
Hükümsüzlüğün hakimiyim
Bile bile öleceğini
Sever mi her kalp katilini?
Durur zaman
Benimle kal bu akşam
Beni sen vur
Sen öldür
Beni sen büyüt
Sen döndür bu hayata
Uyur yaram derinde bak kanatma
Beni sen koru
Beni sen sakla
Beni sen kül et ya da hiç yakma yüreğimi
Durur zaman
Benimle kal bu akşam
Uyur yaram derinde bak kanatma";;Çağan Şengül – Benimle Kal 
"Ayçin Asan – Bozuyorum Yeminimi Şarkı Sözü





Ayçin Asan – Bozuyorum Yeminimi Sözleri:
Bitti güvenim hakkın olamaz bu aşk senin
Çaban boşuna bitmedi yalan sözlerin
Gelmiyor içimden dur demek sana
Gönüllü gidişine ah yolun açık ola
Gelmiyor içimden kal demek sana
Bozuyorum yeminimi güle güle aşkım
Ah… gelemedim görmemezlikten sitemleri
Yediremedim gururuma ihaneti
Ya seni ya kendimi terketmeli
Yeter yeter gelemedim görmemezlikten sitemleri
Yediremedim gururuma ihaneti
Ya seni ya kendimi vuracağım çek git";;Ayçin Asan – Bozuyorum Yeminimi 
"Zeynep Bastık – Kalmadı Şarkı Sözü





Zeynep Bastık – Kalmadı Sözleri:
Söz söz verdim ben bir daha asla
Sevmem diye yemin ettim ben
Çoktan beri tuhaf duygularda
Sordum askı ve
Korkuyorsam bir nedeni var elbet
Ateş yaktığı yerde dert
Sen bunları duymadın farzet
Bendeki izlerini takip et
Benim aska inancım kalmadı hiç
Sorma sorma
Beni ellere verdin utanmadan hiç
Bozma bozma keyfini
Söz söz verdim ben bir daha asla
Sevmem diye yemin ettim ben
Çoktan beri tuhaf duygularda
Sordum askı ve
Korkuyorsam bir nedeni var elbet
Ateş yaktığı yerde dert
Sen bunları duymadın farzet
Bendeki izlerini takip et
Benim aska inancım kalmadı hiç
Sorma sorma
Beni ellere verdin utanmadan hiç
Bozma bozma keyfini";;Zeynep Bastık – Kalmadı 
"Jehan Barbur – Kusura Bakmasınlar Şarkı Sözü





Jehan Barbur – Kusura Bakmasınlar Sözleri:
Kusura Bakmasınlar ama bütün bu yıllar benim
İçeri doğru indikçe durmaksızın derin
Kusura bakmasınlar ama bu yıkık hayat benim
İçime doğru döndükçe yeri gelir içerim
Ayıbın yolu kayıp sövmeyin sessizce
Dilimin kemiği kırık durmayın üstünde
Ayıbın yolu kayıp gelmeyin üstüme
Bu dilin kemiği kırık durmayın sözünde
Kusura bakmasınlar ama bütün bu aşklar benim
Sayıca fazla tamam sayamıyor ellerim
Yüzüme gülmüş biri hafif kırıktır düşleri
Diye diye döndü sonra tek bir günün gecesi
Yaşamak böyle güzel hafif bir suda gibi
Yatıyorum rüyaya uyansa benimle biri
Yaşamak böyle güzel şeffaf bir yolda gibi
Uyanırım rüyaya uyusa benimle biri
Kusura bakmasınlar ama bütün bu yanlış benim
Sayısı fazla ama sayamıyor dillerim
Kusura bakmasınlar ama bu yıkık hayat benim
Dışarı doğru döndükçe yeri gelir söverim
Ayıbın yolu kayıp sövmeyin sessizce
Dilimin kemiği kırık durmayın üstünde
Ayıbın yolu kayıp gelmeyin üstüme
Bu dilin kemiği kırık durmayın sözünde";;Jehan Barbur – Kusura Bakmasınlar 
"Akın Zurnacı – Benim Olsun Şarkı Sözü





Akın Zurnacı – Benim Olsun Sözleri:
Yarim bu dünyama
Gelseydim yeniden
Adına sevdama
Vazgeçemem senden
Kalbimin içinde
Bir cennet gibisin
Ölüm olsan bile
Benden gidemezsin
Kalbimi iste al senin olsun
Dünyan benle yar ile dolsun
Allahtan tek dileğim var
Ömrün benim yar benim olsun
Kalbimi iste al senin olsun
Dünyan benle yar ile dolsun
Allahtan tek dileğim var
Ömrüm senin yar benim olsun
Yar benim olsun
Yar
Yarim bu dünyama
Gelseydim yeniden
Adına sevdama
Vazgeçemem senden
Kalbimin içinde
Bir cennet gibisin
Ölüm olsan bile
Benden gidemezsin
Kalbimi iste al senin olsun
Dünyan benle yar ile dolsun
Allahtan tek dileğim var
Ömrün senin al senin olsun
Kalbimi iste al senin olsun
Dünyan benle yar ile dolsun
Allahtan tek dileğim var
Kalbin benim yar benim olsun
Yar benim olsun
Yar
Kalbimi iste al senin olsun
Dünyan benle yar ile dolsun
Allahtan tek dileğim var
Ömrün senin yar senin olsun
Yar";;Akın Zurnacı – Benim Olsun 
"Orhan Ölmez – Sen Bilirsin Şarkı Sözü





Sen bilirsin
Kimlerle yol alacaksın
Kimlerle yaşlanacaksın
Kimlerle öleceksin
Sen bilirsin
Sen bilirsin
Hangi nehirde yüzeceksin
Hangi çölde yeşereceksin
Hangi toprağa düşeceksin
Sen bilirsin
Seni seven kalbim
Okyanus kadar derin
İster girip yüzersin
İster bakıp geçersin
Gönül bahçem senin
Yine de sen bilirsin
İster ekip biçersin
İstersen harca gitsin
Seni seven kalbim senin
Okyanus kadar derin
İster girip yüzersin
İster bakıp geçersin
Gönül bahçem senin
Yine de sen bilirsin
İster ekip biçersin
İstersen harca gitsin";;Orhan Ölmez – Sen Bilirsin 
"Sezen Aksu – Muhabbet Kuşları Şarkı Sözü





Ay, kapı çaldı!
Bir gelen mi var?
Beklemedeyiz
Ben ve hatıralar
Yok, öyle geldi
Sessizlik bağırmıştır
Çok zaman geçti
Yok artık o eski komşular
Muhabbet kuşları değil mi bu öten?
Kızılcıklar oldu,
Bu kaçıncı tren?
Vay anam, anam, anam
Unutulduk
Defter aralarında kurutulduk";;Sezen Aksu – Muhabbet Kuşları 
"Fettah Can – Kalakaldın mı? Şarkı Sözü





Elimden gelen bu
Ardına koymayanlardanım
Baktığın yerde değil
Bakmadıklarındayım
Yalnızca bir an meselesi
Aklının ücrasıyım
Dön demek hakkım sandığın değil yandığınım
Sınandın mı en sevdiğinle
İçin yana yana hiç ayrıldın mı?
Bir kelime etmeden, göz göze gelmeden
Gerçek mi diyemeden
Kalakaldın mı?";;Fettah Can – Kalakaldın mı? 
"Onur Şan – Hadi Ben Kaçtım Şarkı Sözü





Acaba uyusam sensizlik çabuk mu geçer?
Ayrılık mirasım, tek varisi benmişim halim beter
Sen uyu rahatça, bu fakir hasadını biçer döver
Hadi ben kaçtım uyumaya
Uyuya uyuya seni unutmaya
Aşk yükünü sırtlana sırtlana
Seni raflara kaldırmaya
Bir de ninni tuttururum
Eee benim yaşlı gözlerime
Bu da gelir bu da geçer
Bir dahakine aşkı unuturum";;Onur Şan – Hadi Ben Kaçtım 
"

Ebru Keskin – Kelepçe Şarkı Sözü





Yıktın duvarlarımı öremiyorum
Sende zerre kadar aşk göremiyorum
Yeniden sever mi kalbim
Hasretinle biter mi harbim
Onca yalanlarına
Tahammül edemiyorum
Yüreğime vurdum kör bi kelepçe
Sana geri dönmeme var mı gerekçe
Ayrılık kararım, bu da dilekçe
Sana geri dönmüyorum";;Ebru Keskin – Kelepçe 
"Karsu – Eller Gibiyim Şarkı Sözü





Bütün bunlar yalan olsa bir anda
Ayrılığı görmüş olsam rüyamda
Terkedilmiş evler gibiyim
Odalarım boş
Sofam ıssız,pencere kör,duvarlar bomboş 
Eller eller eller
Eller gibiyim
Kendisine sarılmış seller gibiyim
Sanki yağmalanmış yerler gibiyim
Şimdi neresi sıla? Neresi gurbet? 
Bütün günler gece oldu bir anda
Gonca gülle soldu aynı zamanda
Terkedilmiş evler gibiyim
odalarım boş
Sofam ıssız,pencere kör,duvarlar bomboş";;Karsu – Eller Gibiyim 
"Engin Eren – Aşk Şarkı Sözü





Hadi söyle
Onu severken beni de mi sevdin
Bu nasıl kalp böyle?
Bir yürek iki can için mi atar
Yüreğim yanar
Bu aşk seni de beni de yaralar 
Zaten
Kaç kişi kaldı aşka sadık olan
Gerçeği bulup da mutlu kalan
Kör müydü gözlerim
Hadi be çek git
Yalandı sözlerin aldattı gözlerin
Bulamıyorum artık bir çıkış yolu
Herhalde geldik işte yolun sonu
Koydum oraya bavulunu al git
Bitti sayende aşk oyunu";;Engin Eren – Aşk 
"Merve Gündoğdu – Kutla Şarkı Sözü





Güneşini bulutunu aldım yanıma
Uçuyorum konuyorum gökyüzünün dalına
Uzandım yanına masalımı yaşıyorum
Üzüntümü kederimi koydum kapıya
Çekiyorum çıkıyorum yolculuk yarına
İnandım ben sana koşar adım geliyorum
Asık yüzüm çatık kaşım ele güne dik bakışım
Beni böyle seve seve değiştirdin başarını kutla
Yalanı da dolanı da kovdum
Sonunda doğrusunu da buldum
Yüreğime bi şöyle sordum
Seni seviyor seni seviyor
Kaçanı da göçeni de gördüm
Sona varıp hep en başa döndüm
Bugünüme bi baktım güldüm
Beni seviyorsun beni seviyorsun
Üzüntümü kederimi koydum kapıya
Çekiyorum çıkıyorum yolculuk yarına
İnandım ben sana koşar adım geliyorum
Açık sözüm ve küfürüm hayatla kavga gürültüm
Bana iyi gele gele yatıştırdın kendini kutla
Yalanı da dolanı da kovdum
Sonunda doğrusunu da buldum
Yüreğime bi şöyle sordum
Seni seviyor seni seviyor
Kaçanı da göçeni de gördüm
Sona varıp hep en başa döndüm
Bugünüme bi baktım güldüm
Beni seviyorsun beni seviyorsun";;Merve Gündoğdu – Kutla 
"Şahin İnan – Cennetten Çiçek Şarkı Sözü





Bi başıma koyup gitme yar
Önümüzde baharlar var
Aldanma geçer ayazlar
Sensiz bana dünya dar
Kapanmıyor açtığın yaralar
Hesabını sorar yaradan 
Acılara yürüyor korkmuyorum
Arada bir kalbini yokluyorum
Cennetten çiçek mi topluyorum
Herkesi sen gibi kokluyorum
Ama sen başka bir kollarda
Sana sarhoşum yollarda
Kaybolmuş bi gençliğim varda
Alacaklıyım yıllardan 
Bi başıma koyup gitme yar
Önümüzde baharlar var
Aldanma geçer ayazlar
Sensiz bana dünya dar
Kapanmıyor açtığın yaralar
Hesabını sorar yaradan 
Acılara yürüyor korkmuyorum
Arada bir kalbini yokluyorum
Cennetten çiçek mi topluyorum
Herkesi sen gibi kokluyorum
Ama sen başka bir kollarda
Sana sarhoşum yollarda
Kaybolmuş bi gençliğim varda
Alacaklıyım yıllardan 
Yolum hem yokuş hem karanlık
Derdime dert ekleme dön artık
Gittiğinden beri peşimde yalnızlık
Kim dost kim düşman tanıdık
Hep yalancı sözlere inandık
Güvendik olur olmadık  
Acılara yürüyor korkmuyorum
Arada bir kalbini yokluyorum
Cennetten çiçek mi topluyorum
Herkesi sen gibi kokluyorum
Ama sen başka bir kollarda
Sana sarhoşum yollarda
Kaybolmuş bi gençliğim varda
Alacaklıyım yıllardan";;Şahin İnan – Cennetten Çiçek 
"Gökhan Türkmen – Aşkın Enkazı Şarkı Sözü





Anladım tamam vazgeçtin çoktan
Söylemen yeterdi
Gülleri solan bir bahçe bana kalan
Bu kadarı yeterli
Şimdi bütün şarkılarda kendini mumla ara
Atıyorum içime, sıkıştı kaldı kalbimde
Yıkıp gittiğin aşkın enkazı";;Gökhan Türkmen – Aşkın Enkazı 
"Ayşe Hatun Önal – Efsane Şarkı Sözü





Sıraya dizdin
Yazdın oraya çizdin
Bulaştık sayende çoktan olaya
E kaynadık araya…
Yaşıyoruz ani irtifa kaybı
Dinletemiyorum derdimiz aynı
Kurtlar geziniyor etrafımda
Kendime geliyorum huzurunda
Yandık yanıyoruz kimse görmez
İstemedekçe iş işten geçmez
Kendimize gelmeye müsade
Yeniden doğuyorum bir efsane 
Efso! Efso! aaaa Efso! a ha ha ha 
Soldan bir bahane
Tekrar yola çıkıyoruz
Az bi müsade
Temiz bir nefes alıyoruz
Yaşıyorsun sanki her günün aynı
Dinletemiyorum tehlike anı
Kurtlar geziniyor etrafımda
Kendime geliyorum huzurunda
Yandık yanıyoruz kimse görmez
İstemedikçe iş işten geçmez
Kendimize gelmeye müsade
Yeniden doğuyorum bir efsane 
Efso! Efso! aaaa Efso! a ha ha ha";;Ayşe Hatun Önal – Efsane 
"Aziz Kiraz – Fransız Şarkı Sözü





Değişmiyor huyun suyun
Tek günün yok yalansız
Maalesef artık buyum
Her konuya Fransız 
Puan verirdim oyuncu olsan
Öyle yalandan takılma masum
Biraz gerildin suçüstü malum
On üstünden beş uzatma kardeş
Bir mutluyum bir mutluyum
Anlatılmaz imkansız
Ah arkamdan neler duydum
Düşman mısın vicdansız
Değişmiyor huyun suyun
Tek günün yok yalansız
Maalesef artık buyum
Her konuya Fransız";;Aziz Kiraz – Fransız 
"Mithat Can Özer – Ateş Böceği Şarkı Sözü





Kalbimi kopardılar
Kim bilir kaç kez
Hiç hakkım yok şikayete
Bile bile lades
Belki de acısından beslendim aşkın
Yoksa bir gün bitmez miydi
Bu edepsiz heves
Belki de acısından beslendim aşkın
Yaza koyar mı güz beni
Geceleri gündüzleri
Aşk aşk diye çekmedim mi
Şimdi bana ya bir hicazkar
Ya bir körpe yar ya yine efkar
Giden gitti yan ateş böceği
Şarkını söyle sazını çal
İnsan kaç kere tutar
Yandıkça ateşi
Git gide fark etmiyor
Yaranın üçü beşi
Ne tövbe bilir gönül ne biter öfkesi
Uçar uçar düşer kalbe
Bir kuş sürüsü
Sıra senin hadi üz beni
Yaza koyar mı güz beni
Geceleri gündüzleri
Aşk aşk diye çekmedim mi
Şimdi bana ya bir hicazkar
Ya bir körpe yar ya yine efkar
Giden gitti yan ateş böceği
Şarkını söyle sazını çal";;Mithat Can Özer – Ateş Böceği 
"Rençber – Bir Ara Bir Sor Şarkı Sözü





Kar yağıyor saçlarıma bu gece
Sensizliğin ağır yükü omuzumda
Düşen her damlada seni hatırlatır
Yürüdüğümüz o boş sokaklar şimdi
Pencereden sızan rüzgar gibi
Geldi geçti yıllar
Anlatabilsen seni
Kim anlar
Bir ara bir sor
Bunun nesi zor
Bir ara bir sor
Bunun nesi zor
Hadi bekliyorum dönmeni
Ne olur";;Rençber – Bir Ara Bir Sor 
"Beyza Doğuç – Cesaretin Var mı Aşka Şarkı Sözü





Bir gün bir çılgınlık edip
Seni sevdiğimi söylesem
Alay edip güler misin
Yoksa sen de sever misin 
Cesaretin var mı aşka
Çarpıyor kalbim bir başka
Sen de böyle sevsen keşke
Desen bana yar 
Konuşmadan gözlerinle
Beni sevdiğini söylesen
Yüreğime gözlerini
Ölene dek mühürlesem";;Beyza Doğuç – Cesaretin Var mı Aşka 
"Cem Belevi – Farkında mısın? Şarkı Sözü





Atsan atılmaz satsan satılmaz
Bir aşk bir dert bir yarası var
Öyle kolay kapanmaz artık
Onun alında yazısı var
Belki diner belki de biter
Umrumda mı ne fark eder
Acın dert değil
Bana iyi olman yeter
Farkında mısın?
Aylar geçti senden haber almadım
Farkında mısın?
Kaç zamandır sesini bile duymadım
Sen orada mısın?
Bir başka tendemi dudakların
Koynunda mısın?
Boşver sormadım";;Cem Belevi – Farkında mısın? 
"Selçuk Şahin – Kime Gider Kalbim Şarkı Sözü





Seviyorum seni, anlama beni
Denedim geçmiyor günlerim, sensiz gecelerim
Olmuyor yakışmıyor
Bu ayrılık ikimize yakışmıyor 
Kime gider kalbim
Yerine kimi koyar ki
Atar mı senden başka birine söyle
Ben vazgeçerim kendimden yalnız senin için
Seviyorsa bir kere hazırım ölüme
Yine bi gün sensiz geçiyor
Gülüm sensiz olmuyor acıyor
Geceleri bi kenarda sensiz yanıyor
Yanıyor, yanıyor
Bu ayrılık ikimize yakışmıyor
Kime gider kalbim
Yerine kimi koyar ki
Atar mı senden başka birine söyle
Ben vazgeçerim kendimden yalnız senin için
Seviyorsa bir kere hazırım ölüme";;Selçuk Şahin – Kime Gider Kalbim 
"Cihan Çakan – Sorma Şarkı Sözü





Sen beni anlamıyorsun
Derdimi dinlemiyorsun
Söyledim kaç kere
Senle yapamıyorum
Kimseyi istemiyorum
Gözyaşımı gizlemiyorum
Anladım artık
Mutlu olamıyorum
Şu kısacık ömrümü daha da kısaltma
Bendeki saygını daha da azaltma
Biraz da hak ver canımı da yakma
Sakın ola bir daha yoluma çıkma
Sorma ne olur benim halimi
Sorma şu gözümdeki halini
Yok ki ayrılığın bi galibi
Çık git hayatımdan beni yorma";;Cihan Çakan – Sorma 
"Barış Manço – Gülpembe Şarkı Sözü





Sen gülünce güller açar Gülpembe
Bülbüller seni söyler
Biz dinlerdik Gülpembe
Sen gelince bahar gelir Gülpembe
Dereler seni çağlar
Sevinirdik Gülpembe
Güz yağmurlarıyla bir gün göçtün gittin
İnanamadık Gülpembe
Bizim iller sessiz, bizim iller sensiz
Olamadı Gülpembe
Dudağımda son bir türkü Gülpembe
Hâlâ hep seni söyler, seni çağırır Gülpembe
Güz yağmurlarıyla bir gün göçtün gittin
İnanamadık Gülpembe
Bizim iller sessiz, bizim iller sensiz
Olamadı Gülpembe
Dudağımda son bir türkü Gülpembe
Hâlâ hep seni söyler, seni çağırır Gülpembe
Gözlerimde son bir umut Gülpembe
Hâlâ hep seni arar, seni bekler Gülpembe";;Barış Manço – Gülpembe 
"Dilan – Maalesef Şarkı Sözü





Kapattım penceremi kapılarımı
Sürgülerini bir bir çektim
Sana olan aşkımı yenebilmek için
Bin bir numaralar çektim
Ama olmadı kalbim durmadı
Düşmüş eline bir kez sevdanın
Kaçmaya bir yol olmalı 
Onu sormalı kökünü bulmalı
Acımadan işin turşusunu kurmalı 
İnadı bırak yanıma yanaşıver artık
Batacağımız kadar aşkın içine battık
Aşk denilen buymuş
Çok ciddi bir duyguymuş
Ona inanların hali maalesef buymuş 
Kapandım evimin odamın içine
Güya seni hiç düşünmeyecektim
Unutacak seninle olan tüm anıları
Olduğun yere gitmeyecektim
Olmadı kalbim durmadı
Düşmüş eline bir kez sevdanın
Kaçmaya bir yol olmalı 
Onu sormalı kökünü bulmalı
Acımadan işin turşusunu kurmalı 
İnadı bırak yanıma yanaşıver artık
Batacağımız kadar aşkın içine battık
Aşk denilen buymuş
Çok ciddi bir duyguymuş
Ona inanların hali maalesef buymuş";;Dilan – Maalesef 
"Ardem – Güle Güle Şarkı Sözü





Dışı görür herkes içini ben bilirim, yalana kanmam
Gerekirse bir kalemde siler giderim yolumdan şaşmam
Dışı görür herkes içini ben bilirim, yanına kalmaz
Gerekirse bir kadehte çeker giderim kusura bakma
Oyun bitti, ışık yandı
Bir aşk vardı oda yalandı
Kumar bitti, giden gitti
Yerin çoktan kapıldı
Havandasın yine, serine serine
Çek yollarını, dön hadi evine
Sığlardasın yine, hiç inme derine
Hadi canım sana artık Güle Güle";;Ardem – Güle Güle 
"Tuğçe Kandemir – Yokluğunda Şarkı Sözü





Kaybet bu öfkeni
İçinde sakladığın
Terk et o derdini
Benden almadığın
Sabret sonu aynı değil
Söylüyorum
Dinle, rüyaların her gün aynı
Olmayacak
Şimdi vazgeçersen geriye döneceksin
Gitme! Kaybedince daha çok seveceksin
Biliyorum, hiç bir anlamı yok
Yokluğunda, yokluğunda, yokluğunda…
Kaybet bu öfkeni
İçinde sakladığın
Terk et o derdini
Benden almadığın
Sabret sonu aynı değil
Söylüyorum
Dinle, rüyaların her gün aynı
Olmayacak
Şimdi vazgeçersen geriye döneceksin
Gitme! Kaybedince daha çok seveceksin
Biliyorum, hiç bir anlamı yok
Yokluğunda, yokluğunda, yokluğunda…
Yokluğunda, yokluğunda, yokluğunda…";;Tuğçe Kandemir – Yokluğunda 
"Ece Mumay feat. Fırat Çavaş – Yol Arkadaşım Şarkı Sözü





Yol arkadaşım gördün mü?
Duydun mu olup bitenleri
Kıskanıyor bazen insan
Basıp gidenleri
Yalnızlaşmışız iyice
Üstelik de alışmışız
Hiç beklentimiz kalmamış
Dosttan bile
Korkular basmış dünyayı
Şimdi bir semt adı “Vefa”
Kutsal kavgalardan bile
Kaçan kaçana
Anlaşılır gibi değiliz
Tek bedende kaç kişiyiz
Hem yok eden, hem de tanık
Ne esaslı karmaşa
Ben sana küsüm aslında, haberin yok
Koyup gittiğin yerde kötülük çok
Kime kızayım, nazım senden başka kime geçer
Benim sensiz kolum, bacağım, ocağım yok
Ben sana küsüm aslında, haberin yok
Koyup gittiğin yerde kötülük çok
Kime kızayım, nazım senden başka kime geçer
Benim sensiz kolum, bacağım, ocağım yok
Yol arkadaşım gördün mü?
Duydun mu olup bitenleri
Kıskanıyor bazen insan
Basıp gidenleri
Yalnızlaşmışız iyice
Üstelik de alışmışız
Hiç beklentimiz kalmamış
Dosttan bile
Korkular basmış dünyayı
Şimdi bir semt adı “Vefa”
Kutsal kavgalardan bile
Kaçan kaçana
Anlaşılır gibi değiliz
Tek bedende kaç kişiyiz
Hem yok eden, hem de tanık
Ne esaslı karmaşa
Ben sana küsüm aslında, haberin yok
Koyup gittiğin yerde kötülük çok
Kime kızayım, nazım senden başka kime geçer
Benim sensiz kolum, bacağım, ocağım yok
Ben sana küsüm aslında, haberin yok
Koyup gittiğin yerde kötülük çok
Kime kızayım, nazım senden başka kime geçer
Benim sensiz kolum, bacağım, ocağım yok";;Ece Mumay feat. Fırat Çavaş – Yol Arkadaşım 
"Simge – Yalnız Başına Şarkı Sözü





Bin ah edip hayatın karşısında
Öylece kalakaldım
Seyredip durdum eskide ne varsa
Yalnızca bende saklı 
Ooo o o ooo o o ooo ooo ooo
Bakalım ne kadar da doğruymuş
Dünden sonra yarın olur mu?
Yalnız başına yalnız başına
Yalanlarında masum muymuş?
Seni sevmek bu kadar zor mu?
Yalnız başına yalnız başına";;Simge – Yalnız Başına 
"Mehmet Erdem – Sen De Vur Gülüm Şarkı Sözü





Birkaç kırık şişe
Biraz da gözyaşı
Biraz da kül olmuş anılarım
Soğuk sessiz odam
Yalnız akşamlarım
Bir gitar bir de hayal dostlarım
Yaşadığım tüm o soğuk fırtınalarda
Tek limandın sen demir attığım 
Sen de vur gülüm
Aşkından heba olsa bile şu gönlüm
Sen de vur gülüm
Olmazsan neye yarar ki kalan ömrüm
Sen de vur gülüm
Hayatım senden uzak zaten kördüğüm";;Mehmet Erdem – Sen De Vur Gülüm 
"Yasmin Schmidt – Bitter Şarkı Sözü





Beni bugün pek bir sevdin
Tatlı krizin mi geldi acaba
Eskiden neydi peki derdin
Şimdi mi düştüm aklına
Nede neşelisin bugün
Hasta mı oldun sen neyin var
Eskiden neydi peki derdin
Şimdi mi düştüm aklına
Ne bu çiçekler? Saksı olmaktan sıkıldım
Ne bu gülüşler? Fıkra olmaktan sıkıldım
Bana mı getirdin
Teşekkür ederim
Ama unutmuşsun
Ben Bitter severim
Aa aa aa ayıp!
Dışı sevgi kaplı, içi mutluluk
Anladım canım ya
Ama sanırım unutmuşsun
Beni karıştırmasana
Nede neşelisin bugün
Hasta mı oldun sen neyin var
Eskiden neydi peki derdin
Şimdi mi düştüm aklına
Ne bu çiçekler? Saksı olmaktan sıkıldım
Ne bu gülüşler? Fıkra olmaktan sıkıldım
Bana mı getirdin
Teşekkür ederim
Ama unutmuşsun
Ben Bitter severim
Aa aa aa ayıp
Ay bi gidemedin
Ben sana ne dedim
Sadece, sadece, sadece
Bitter severim…";;Yasmin Schmidt – Bitter 
"Batuhan Tüfekçi – Veryansın Şarkı Sözü





Dur, bu gece gelme aklıma
Hafızam dolu, gülüşün bakışınla
Bıraktığın hasar duruyor bak karşımda
Sevgi taneleri eriyor avucumda 
Boş ver İstanbul, sevmeyenler utansın
Yüreğimdeki yangın, hatıranla kapansın
Sen en büyük hatamdın, keşke hiç olmasaydın
Kaybettin beni sen, artık herkese veryansın 
Dur, bu gece gelme aklıma
Hafızam dolu, gülüşün bakışınla
Bıraktığın hasar duruyor bak karşımda
Sevgi taneleri eriyor avucumda 
Boş ver İstanbul, sevmeyenler utansın
Yüreğimdeki yangın, hatıranla kapansın
Sen en büyük hatamdın, keşke hiç olmasaydın
Kaybettin beni sen, artık herkese veryansın ";;Batuhan Tüfekçi – Veryansın 
"Tuğçe Kandemir – Rica Ederim Şarkı Sözü





İnanmıyorum nasıl ayrıldık?
Kime aldandık
Kara sevdaydık
Biz seninle dağlara ferman
Dillere destan
Ellere hüsran
İçime sığmıyor derdim kederim
Özledim yemin ederim
Bilsen nasıl çarpıyor yüreğimde ellerim
Sığmıyor derdim kederim
Özledim yemin ederim
Bilsen nasıl çarpıyor yüreğimde ellerim
Sevgilim “Bitti bu aşk hoşça kal” diyorsun
Olsun, dağ gibi çeker giderim
Üzüntü yaratma
Ömrümü verdim yollarına serdim diye
Hiç önemi yok rica ederim
Sevgilim “Bitti bu aşk hoşça kal” diyorsun
Olsun, dağ gibi çeker giderim
Üzüntü yaratma
Ömrümü verdim yollarına serdim diye
Hiç önemi yok rica ederim
Bekliyorum sabah olur mu?
Kapı çalar mı, beni arar mı?
Biz onunla dağlara ferman
Dillere destan, ellere hüsran
İçime sığmıyor derdim kederim
Özledim yemin ederim
Bilsen nasıl çarpıyor yüreğimde ellerim
Sığmıyor derdim kederim
Özledim yemin ederim
Bilsen nasıl çarpıyor yüreğimde ellerim
Sevgilim “Bitti bu aşk hoşça kal” diyorsun
Olsun, dağ gibi çeker giderim
Üzüntü yaratma
Ömrümü verdim yollarına serdim diye
Hiç önemi yok rica ederim
Sevgilim “Bitti bu aşk hoşça kal” diyorsun
Olsun, dağ gibi çeker giderim
Üzüntü yaratma
Ömrümü verdim yollarına serdim diye
Hiç önemi yok rica ederim";;Tuğçe Kandemir – Rica Ederim 
"Öykü Gürman – Düşün Beni Şarkı Sözü





Düşün beni ayrılsa da yollar
Düşün beni geçse bile yıllar
Düşün beni
Zalimin zulmüyle
Kağıt kaleme tapana kadar
Sende böyle yanana kadar
Son bi kez
Açıp eski satırları oku
Aşkı ve Kendini kaybettiğin o koku
Sadece bu tende
Rastladın mı dengine dengine
Sustuğum
Cümleler içinde haykırışım
Belki de
Bizi bulmaya çalıştığın o tende
Geçmiyorsa söz kalbine kalbine
Düşün beni, düşün beni, düşün beni
Zalimin zulmüyle
Kağıt kaleme tapana kadar
Sende böyle yanana kadar
Yazar bizi tarih yazar elbet
Unutulur sanma sakın bu ihanet
Kederi ey unutmak zor olur elbet
Gönül sabret gönül sabret
Ellerimden ellerini çek hadi unut beni
Deseler sevgi yoktu göster şahit beni
Etme şair etme yazar sadece avut beni
Çok denedim olmadı hiç n’olur sen unut beni
Of!
Düşün beni ayrılsa da yollar
Düşün beni geçse bile yıllar
Düşün beni
Zalimin zulmüyle
Kağıt kaleme tapana kadar
Sende böyle yanana kadar";;Öykü Gürman – Düşün Beni 
"Feride Hilal Akın – Ara Beni Lütfen Şarkı Sözü





Belki haberin yok, her şeyi duydun
Belki yüzün yok, perişan oldun
Belki de şarjın bitti
Ya da biz bittik
Ara beni lütfen
Sesini duymalıyım, masal anlatsan da
Hikayen ödülleri toparlasa da
Seni çok sevmiş olsam da, unut beni lütfen
Sana çok kızmış olsam da, ara beni lütfen
Umduğum dağlara karlar mı yağdı?
İçinde bu kadar öfke mi vardı?
Ben demiştim demeyi, ezberledim gitmeyi
İnsan sevdiğine böyle yapar mı?
Bil ki sebebim çok, beni kaybettin
Artık duvarlarım cebimde değil
Seni çok sevmiş olsam da, unut beni lütfen
Sana çok kızmış olsam da, ara beni lütfen
Umduğum dağlara karlar mı yağdı?
İçinde bu kadar öfke mi vardı?
Ben demiştim demeyi, ezberledim gitmeyi
İnsan sevdiğine böyle yapar mı?";;Feride Hilal Akın – Ara Beni Lütfen 
