baslik,sarki_sozu
Gönül arzular,"Arayı arayı bulsam izini,
İzinin tozuna sürsem yüzümü.
Mevlam nasip etse görsem yüzünü,
Hakk’ın Habibini gönül arzular.

Bir mübarek sefer olsa da gitsem,
Kâbe yollarında, kumlara batsam,
Cemalini bir kez düşte seyretsem,
Hakk’ın Habibini gönül arzular.

Zerrece kalmadı kalbimde hile,
Sadakatle girdim ben bu hak yola,
Ebu Bekir, Ömer, Osman'la bile,
Hakk’ın Habibini gönül arzular.

Ali ile Hasan, Hüseyin anda,
Muhabbeti kalbde, sevgisi canda,
Yarın mahşer günü, ulu divanda,
Hakk’ın Habibini gönül arzular.

Arafat’tır bizim yüce dağımız,
Orda kabul olur bizim duamız,
Medine'de yatar Peygamberimiz,
Hakk’ın Habibini gönül arzular.

Dervişöver seni dillerde,
Sevgin dolup taşar, hep gönüllerde,
Gözyaşını döker gurbet illerde,
Hakk’ın Habibini gönül arzular."
Elhamdülillah,"Hep kış ve yazda,
Mümin niyazda,
Der her namazda,
Elhamdülillah.

Gönlünde iman,
Dilinde Kur'an,
De ki her zaman,
Elhamdülillah.

Uyan seherde!
Devadır derde,
Söyle her yerde!
Elhamdülillah.

Mevla’yı zikret!
Âlemi fikret!
Ye, iç ve şükret!
Elhamdülillah.

Düşme gaflete!
Sarıl hizmete!
De her nimete!
Elhamdülillah.

Şükür edesin!
Süslensin sesin!
da desin!
Elhamdülillah."
Molla Kasım gelir,"Ben dervişim diyene,
Az dur diyesim gelir.
Hemen koşup peşine,
Varıp yetesim gelir.

Erenlerin nazarı,
Cevher eder toprağı.
O zatların bastığı,
Toprak olasım gelir.

Sırat kıldan incedir,
Kılıçtan keskincedir,
Varıp onun üstüne,
Evler yapasım gelir.

Altında vardır gayya,
İçi dolu ateşle,
Uzanıp o gölgede,
Şöyle yatasım gelir.

Gönlümü Hakk’a versem,
Postumu yere sersem,
Ateş içine girsem,
Biraz yanasım gelir.

Rahmet suyunda yunsam,
Yükseklere uzansam,
İki kanat takınsam,
Gökte uçasım gelir.

zamansız ötme!
Eğri büğrü söz etme!
Seni sorguya çeken,
Bir Molla Kasım gelir.

Cehennem kuyusu"
Mümkün mü hiç?,"Göçer dünyanın dibi,
Ölmemek mümkün mü hiç?
Kurumuş bir gül gibi,
Solmamak mümkün mü hiç?

Dostu düşmanı tanı!
Öğren doğru imanı!
Emanet olan canı,
Vermemek mümkün mü hiç?

Terk edesin gülmeyi,
Bırak çanak çömleği,
Yakasız ak gömleği,
Giymemek mümkün mü hiç?

Hastalandın kaç kere,
Verilmez başka süre,
Böcekli kara yere,
Girmemek mümkün mü hiç?

Hak de, her demde!
Dikkat et her dönemde!
Kalıp da Cehennemde,
Yanmamak mümkün mü hiç?"
Güller sümbüller,"Güller, sümbüller,
Öten bülbüller,
Yanık gönüller,
Mevlâ’yı ister.

Canlar, cananlar,
Hakk’ı ananlar,
Aşkla yananlar,
Mevlâ’yı ister.

Zikreden zâkir,
Şükreden şâkir,
Sabreden fakir,
Mevlâ’yı ister.

Yüreği yanan,
Allah'ı anan,
Tevbeyle yunan,
Mevlâ’yı ister.

İşine özen!
Kurulur düzen,
Hak yolda gezen,
Mevlâ’yı ister.

ZikredenŞükreden
Yıkanmak, temizlenmek"
Allah dendikçe,"Gizli şeyler bilinir,
Rabbim Allah dendikçe.
Kalbden paslar silinir,
Rabbim Allah dendikçe.

Nerde zikir çekilir,
Melekler saf saf gelir,
Herkese selam verir,
Rabbim Allah dendikçe.

Zikretmeye başlanır,
Gözlerimiz yaşlanır,
Hain şeytan taşlanır,
Rabbim Allah dendikçe.

Dünyalıktan geçilir,
Hak bâtıldan seçilir,
Nice kapı açılır,
Rabbim Allah dendikçe.

gönlün şad olur,
Kaygıdan azad olur,
Mal ve mülk abad olur,
Rabbim Allah dendikçe."
Hakk'ı anar,"Zikre dalan bu âlem,
Cenab-ı Hakk’ı anar.
Arş, Kürsi, Levh-u Kalem,
Cenab-ı Hakk’ı anar.

Böcekler, kurtlar, kuşlar,
Buluttan akan yaşlar,
Ovalar, dağlar, taşlar,
Cenab-ı Hakk’ı anar.

Kavun, karpuz, kelekler,
Gökte dönen felekler,
Yerde gökte melekler,
Cenab-ı Hakk’ı anar.

Menekşeler, sümbüller,
Tomurcuk açan güller,
Güle âşık bülbüller,
Cenab-ı Hakk’ı anar.

Seherde esen yeller,
Denizler, çaylar, göller,
Dağlar, ovalar,çöller,
Cenab-ı Hakk’ı anar."
Selam götürün,"O mübarek illere,
Bizden selam götürün!
Hakk’ı anan dillere,
Bizden selam götürün!

Kutlu Hicaz çölüne,
Hakk’ın solmaz gülüne,
Hacıların seline,
Bizden selam götürün!

Girenler dost bağına,
Düşmez küfrün ağına,
Mübarek Nur Dağı’na,
Bizden selam götürün!

Yalvarın Rabbimize!
Dualar edin bize!
Muazzam Kâbe’mize,
Bizden selam götürün!

Girersiniz ihrama,
El sürmeyin harama!
Sahabe-yi kirama,
Bizden selam götürün!

İmren güzel huyuna!
Benî Haşim soyuna,
İçip zemzem suyuna!
Bizden selam götürün!

Mekke ile Medine,
İki eşsiz hazine,
Çihar yâr-i güzine,
Bizden selam götürün!

Güneşte yanan başa,
Gözlerden akan yaşa,
Öpülen kara taşa,
Bizden selam götürün!

Gösterilen vefaya,
Merve ile Safa’ya,
Muhammed Mustafa’ya,
Bizden selam götürün!

Tekbir alan ihvana,
Kestikleri kurbana,
Bütün ehl-i imana,
Bizden selam götürün!

Yetişirgayrı,
Çok sözün yoktur hayrı,
Hüccaca ayrı ayrı,
Bizden selam götürün!"
Silsile-i aliyye,"Nebi, Sıddîk ve Selman, Kasım, Cafer, Bistami,
İrfan kaynağı oldu, Ebül-Hasen Harkani.

Ebu Ali Farmedi geldi sonra bu meydana,
Çok veli yetiştirdi, hem Yusuf-i Hemedani.

Abdülhalık Goncdüvani, marifetler semasında,
Dünyayı aydınlattı, hem Arif-i Rivegeri.

Mavera-ün-nehr ili, Tur-i Sina gibi oldu,
Nurlandıranlardan biri, Mahmud-i İncirfagnevi.

Ali Ramiteni’dir Azizan ve pir-i Nessac,
Çok keramet gösterdi, Muhammed Baba Semmasi.

Seyyid Emir Gilal de, ilim deryasında sadef,
Andan meydana geldi, Behaüddin-i Buhari.

Alaüddin-i Attar, zamanının kutbu idi,
Yakub-ı Çerhi’de oldu zahir, envar-ı rahmani.

Ubeydüllahi Ahrar ve Kadı Muhammed Zahid,
Derviş Muhammed geldi ve Hacegi Muhammed Emkenegi.

Baki-billah’tan gelen, nurlara kendi de katıp,
Binlerce kalb temizledi, İmam-ı Ahmed Rabbani.

Urvet-ül-vüska Masum ve Seyfeddin’le seyyid Nur,
Ve Mazher’le Abdüllah, sonra Halid-i Bağdadi.

Feyiz verdiler bunlar da, sonra bu nuru Abdullah,
Anadolu’ya yaydı, hem de Taha-yı Hakkari.

Hem seyyid-i Salih de, kardeşin yerini tutup,
Fena-fillaha kavuştu Sıbgatullah-i Hizani.

Bu üç velinin sohbetlerinde yükselip,
Mürşid-i kâmil oldu, seyyid Fehim-i Arvasi.

Bu otuzdört velinin kalbleri, bir ayna gibi,
Yaydılar hep cihana, envâr-ı Resulillahi.

Bütün bu nurlar en son, toplandı bir hazinede,
İsmi bu hazinenin Abdülhakîm-i Arvasi.

Dua edeceğin zaman, Silsileyi oku heman,
Salihleri söyleyince, yağar rahmeti Rahman.

Selam olsun, dua olsun, bu yazardan daima,
Silsile-i aliyyenin ervahına ya Sübhan."
Dağlar başında,"Bu nasıl uykudur, gel uyan artık,
Gitti kervan kaldık dağlar başında.
Bitmez sıkıntıya, gel dayan artık
Gitti kervan, kaldık dağlar başında.

Kervan gitti oldu hayli bir zaman,
Tedbirsiz gidilmez, yollar çok yaman,
Zarar görmeyelim aman ha aman,
Gitti kervan, kaldık dağlar başında.

Yunus yalnız Hakka uzansın elin,
Gece gündüz deme, zikretsin dilin,
Rehbersiz çıkarsan n’olacak halin?
Gitti kervan, kaldık dağlar başında."
Sordum sarı çiçeğe?,"Sordum sarı çiçeğe,
Benzin niye sararmış?
Çiçek der ki: Ey derviş,
Âhım dağlar eritmiş.

Sizde de ecel varmış,
Ölüm korkusu sarmış,
Çiçek der ki: Ey derviş,
Ölümsüz yer nereymiş?

Sizde var mı yıkılış?
Nasıl geçer kara kış?
Çiçek der ki: Ey derviş,
Hepsi toprak olurmuş.

Cehennem çok yerilmiş,
Acep nasıl bir yermiş?
Çiçek der ki: Ey derviş,
O münkirler yeriymiş.

Rabbimiz çok övermiş,
Cennet nasıl bir yermiş?
Çiçek der ki: Ey derviş,
Cennet mümin içinmiş.

Güller sararıp solmuş,
Sordum gül nasıl olmuş?
Çiçek der ki: Ey derviş,
Gül peygamber teriymiş.

Çevreyi fitne sarmış,
Nerede adam varmış?
Çiçek der ki: Ey derviş,
Adam binde bir imiş.

Kırklar nerden gelirmiş?
Onları kim bilirmiş?
Çiçek der ki: Ey derviş,
Kırklar Allah yâriymiş.

Altın gibi sararmış,
Bu rengi nerden almış?
Çiçek der ki: Ey derviş,
Rengi Ay’ın nuruymuş.

Sana endam verilmiş,
Ama boynun eğrilmiş,
Çiçek der ki: Ey derviş,
Kalbim Hakk’a doğruymuş.

Adını kimler koymuş?
Anan, atan var mıymış?
Çiçek der ki: Ey derviş,
Bu ne tuhaf soruymuş.

Mekke’ye kimler gelmiş?
Kâbe’ye kimler girmiş?
Çiçek der ki: Ey derviş,
Kâbe Allah eviymiş.

Sırat kıldan inceymiş,
Üstüne kim post sermiş?
Çiçek der ki: Ey derviş,
Ondan herkes geçermiş.

Yerin niçin öyle taş?
Nedir gözündeki yaş?
Çiçek der ki: Ey derviş,
Hep çilelidir bu baş.

bahçeye girmiş,
Görmüş seni beğenmiş,
Çiçek der ki: Ey derviş,
Seven koparmaz imiş.

Sanma beni delirmiş,
Beni kimler bilirmiş?
Çiçek der ki: Ey derviş,
kırklar yâriymiş.

Dedim az gelir misin?
Sen beni bilir misin?
Çiçek der: Derviş baba,
Sendeğil misin?"
Dünya düşman olsa,"Dünya bize düşman olsa,
Dosttan bizi ayıramaz.
Dost nerede, biz orada,
Düşman bizi ayıramaz.

Dost bizimle, korkmaz insan,
Güvenirse, olmaz pişman,
Saldırsa da, yüz bin düşman,
Dost karşısında duramaz.

Dokunamaz düşman sana,
Çünkü dost bizden yana,
Meydan okuruz cihana,
Düşman eli erişemez.

Çok âciz kalır sultan da,
Ne gönülde, ne de canda,
Mahrumdur iki cihanda,
Kim ki dost yüzü göremez.

Dost bize kapılar açar,
Yabancılar olur naçar,
öyle cevher saçar,
Ârifler bile deremez."
İbret al,"Gafleti bırak, aç gözünü!
Sahraya bak da, ibret al!
Bak nasıl direksiz duruyor,
Semaya bak da, ibret al!

Rabbimizin çok nimeti,
Elbet görülür kudreti,
Sabahları seher vakti,
Dünyaya bak da ibret al!

Ünlü bir paşa olsa da,
Er kişidir musallada,
Şu cansız yatan orada,
Mevtaya bak da, ibret al!

Zengin olsa, ister fakir,
Sonu elbette kefendir,
Malla mülkle eden kibir,
Mecnun değil de, ya nedir?
Leyla’ya bak da ibret al!"
Aşk,"Âşıklar serden geçer,
Zehri bal gibi içer,
Kim ki istemez rehber,
Şeytanlarla savaşır.

Kibirli öğüt almaz,
Gafletten geri kalmaz,
Ölümü hatırlamaz,
Hayâllerle uğraşır.

Âşık, dertten usanmaz,
Mümini kötü sanmaz,
Gammazlara inanmaz,
O, herkesle barışır.

yüzün solsa da,
Gözün yaşla dolsa da,
Dağ çok yüksek olsa da,
Yolu üstten aşırır."
Dünya,"Bu dünya geçici, sonsuz kalınmaz,
Malın çok olsa da, murat alınmaz,
Gâfil olma sakın, geri dönülmez,

Elbette dünyanın sonu virandır,
Kötülük çoğaldı, âhir zamandır.

Hâlıkın dururken, mahlûka tapma!
Şeytana uyup da, yolundan sapma!
Nimetleri tepip, nankörlük yapma!

Elbette dünyanın sonu virandır,
Kötülük çoğaldı, âhir zamandır.

Azık topladın mı, yola varmaya?
Merhemin var mı, yara sarmaya?
İki melek gelir, sual sormaya,

Elbette dünyanın sonu virandır,
Kötülük çoğaldı, âhir zamandır.

Ölünce çözülür, belin, kuşağın,
Gözüne görünmez, oğlun, uşağın,
Yakasız kefendir, örtün, döşeğin,

Elbette dünyanın sonu virandır,
Kötülük çoğaldı, âhir zamandır.

Kazandığın mallar, arkada kalır,
Ummadığın gelir, hepsini alır,
Başkası yer, senden hesap sorulur,

Elbette dünyanın sonu virandır,
Kötülük çoğaldı, âhir zamandır.

Münker Nekir gelir, bir çınar gibi,
Gözleri yanar, bir fener gibi,
Sorguya çekerler, gök gürler gibi,

Elbette dünyanın sonu virandır,
Kötülük çoğaldı, âhir zamandır.

Cehennemin, yedi türlü yapısı,
Her birinin ateştendir kapısı,
Çok uzaktan gelir, kötü kokusu,

Elbette dünyanın sonu virandır,
Kötülük çoğaldı, âhir zamandır."
Anarım Rabbim seni,"Dağlar ile, taşlar ile,
Anıyorum Rabbim seni.
Gökte uçan kuşlar ile,
Anıyorum Rabbim seni.

Göğe çıkan İsa ile,
Turdağı’nda Musa ile,
Elindeki asa ile,
Anıyorum Rabbim seni.

Günahları bırakarak,
Duaları okuyarak,
Başı açık, yalınayak,
Anıyorum Rabbim seni.

yeni açmışgülle,
Seherde öten bülbülle,
Seni aşkla seven dille,
Anıyorum Rabbim seni."
Âşık olmazsam,"Buralarda duramam,
Dost katına varamam,
Dertlerden kurtulamam,
Dost yüzünü görmezsem.

Eyyüb nebi değilim,
Dertlere sabredeyim,
Ben nereye gideyim,
Derde derman bulmazsam.

Yakub nebi değilim,
Kurda haber salayım,
Ağlayıp kör olayım,
Yusuf’umu bulmazsam.

Yusuf nebi değilim,
Kervana kul olayım,
Yanayım, kül olayım,
Mısr’a sultan olmazsam.

Hâlime gülmesinler,
Yanıma gelmesinler,
’ubilmesinler,
Gerçek âşık olmazsam."
Aşk denizi,"Bu denize dalana,
Gerekmez vapur, gemi,
Gel gayret et bulmaya,
Sohbetlerdeki demi!

Dünyalığım yok diye,
Üzülerek gam yeme!
Mâşukunu sevdinse,
Gider gönlünün gamı.

O mâşuku bilseydin,
Sen de, bir kez görseydin,
Bu öğüdü vermezdin,
Feda kılardın canı.

Âşık, kin nedir bilmez,
Can verir, ama ölmez,
Açıktır gece gündüz,
Kapanmaz hiç dükkânı.

Hakiki âşık olan,
Yüzünde olur nişan,
Akar gider durmadan,
İki gözünün kanı.

Yüzünü kaldırmazsan,
Âşığın ayağından,
Feda edersen bin can,
bulur Sübhan’ı."
Yunus'un adı,"Ben başladım anmaya,
Aşkı ile yanmaya,
Baldan tatlıdır daha,
Şirindir aşkın tadı.

Okuyan dört kitabı,
Aşka çâre bulmadı,
Ne beyi, ne sultanı,
Ne hocası, ne kadı.

Aşk anadan doğmadı,
Kimseye yâr olmadı,
Hükmüne kıldı esir,
Cümle bilişi, yâdı"
Hakkın evi,"Eşiğine yüzüm sürem,
Hakkın evi Kâbetullah,
Baktıkça hayranın olam,
Hakkın evi Kâbetullah

Kara şala bürünürsün,
Ne şahane görünürsün,
Gelenlere sevinirsin,
Hakkın evi Kâbetullah.

Çevresinden bakar dağlar,
Irmak akar, sular çağlar,
Âşıkdurmaz ağlar,
Senin için Kâbetullah."
Hak Çalab’ım,"Hak Çalab’ım, Hak Çalab’ım,
Senden gayri yok Çalab’ım,
Günahları affedersin,
Ey rahmeti çok Çalab’ım.

Yüce Mevla’m, yüce Gani,
Her şeyden çok sevdim seni,
Aşktan uzak tutma beni!
Ateşiyle yak Çalab’ım!

Mekânlardan münezzehsin,
Ne sarayda, ne köşktesin,
Miskinlerin kalblerini,
Edindin durak Çalab’ım.

Aşka nasıl dayanırım?
Belki bir gün uyanırım,
Çok sevdiğin Habibine,
Olayım çırak Çalab’ım.

Rabbisin sen, bu kulların,
Günahları çok onların,
Hepsinin de binekleri,
Olmalı Burak Çalab’ım.

Ne ilmim var, ne taatim,
Ne gücüm var, ne takatim,
Ancak senin inayetin,
Kıla yüzüm ak Çalab’ım.

etmez ele minnet,
Günahım çok beni affet!
Eğer bunu edersen ret,
Çok acı firak Çalab’ım."
Ötme bülbül,"Gece gündüz virdin mi var?
Savaşılan yurdun mu var?
Çaresiz bir derdin mi var?
Haydi söyle etme bülbül!

Öyle garip, ötme bülbül!
Derdi derde, katma bülbül!
Benim derdim, bana yeter,
Bir dert de sen, katma bülbül!

Gülün hâlini kim bile?
Bilen varsa beri gele!
Açılırken gonca güle,
Dolaşıp söz atma bülbül!

Havalarda uçar mısın?
Deryaları geçer misin?
Bencileyin naçar mısın?
Beni ele satma bülbül!

Kerem misin, Aslı mısın?
Gül yanında uslu musun?
Benim gibi yaslı mısın?
Öyle tuhaf ötme bülbül!

bülbül gel bak derken,
Dertli öter ancak derken,
Seherlerde Hak, Hak derken,
Bizi de unutma bülbül!"
Şol Cennetin nehirleri,"Şol cennetin nehirleri,
Akar Allah diye diye.
Güzel sesli bülbülleri,
Öter Allah diye diye.

Salınır tuba dalları,
Âb-ı hayattır gölleri,
Cennet bağının gülleri,
Kokar Allah diye diye.

Aydan aydındır yüzleri,
Baldan tatlıdır sözleri,
Cennette huri kızları,
Gezer Allah diye diye.

Cennet ehli yiyip içer,
Melaike rahmet saçar,
İdris nebi, hulle biçer,
Diker Allah diye diye.

Nurdur bütün direkleri,
Gümüştendir yaprakları,
Salındıkça budakları,
Biter Allah diye diye.

der ki,âşık kişi,
Gözlerinin dinmez yaşı,
Nurla dolar içi dışı,
Söyler Allah diye diye."
Rabbini zikredersen,"Karanlık aydınlanır,
Rabbini zikredersen.
Hasta kalb mamur olur,
Rabbini zikredersen.

Zorlu iş, âsân olur,
Dertliler, derman bulur,
Canında canan olur,
Rabbini zikredersen.

Gamlı gönül şad olur,
Esirken, azad olur,
Nicesi irşad olur,
Rabbini zikredersen.

Zikret Hakk’ı her nefes!
Allah bes baki heves!
Ellerden ümidi kes!
Rabbini zikredersen.

ikrar edersin,
Zikri tekrar edersin,
Cennetine gidersin,
Rabbini zikredersen."
Benden içeri,"Severim ben seni candan içeri,
Yolum vardır bu erkândan içeri.

Sanma beni bende, bende değilim,
Bir ben vardır bende, benden içeri.

Zihnimde canlanır, yoktur nişanı,
Nişan olur mu, nişandan içeri?

Kaldırın mumları, olmaz faydası,
Benim ışığım var, günden içeri.

Şeriat, tarikat yoldur varana,
Hakikat, marifet, ondan içeri.

çokbunaldı,gaflete daldı,
Kapılarda kaldı ondan içeri."
Kahrın da hoş,"İster cefa ister vefa,
Kahrın da hoş lütfunda hoş.
Bir dert gönder yahut deva!
Kahrın da hoş lütfunda hoş.

Hoştur bana senden gelen,
İster hırka, ister kefen,
Ya taze gül yahut diken,
Kahrın da hoş lütfunda hoş.

Sensin ebed, sensin ezel,
Hem lütfu, hem kahrı güzel,
İster isen, bağrımı del!
Kahrın da hoş lütfunda hoş.

Ya bağ veya bostan ola,
Ya visal ya hicran ola,
İster isen zindan ola,
Kahrın da hoş lütfunda hoş.

Gelse celalinden cefa,
Yahut cemalinden vefa,
İkisi de cana safa,
Kahrın da hoş lütfunda hoş.

Anlaşılmaz nasıl iştir,
Ya gülistan ya ateştir,
Eşrefoğlu bir derviştir,
Kahrın da hoş lütfunda hoş."
Bir Allah,"Yeri, göğü yaratan,
Ağaçları donatan,
Çiçekleri açtıran,
Bir Allah’tır, bir Allah!

Yoktan nimetler veren,
Her yapılanı gören,
Gizli açık işiten,
Bir Allah’tır, bir Allah!

İnsana akıl veren,
Doğru yolu gösteren,
Her şeyi iyi bilen,
Bir Allah’tır, bir Allah!

Rabbimizi severiz,
Her emrini dinleriz,
Beş vakit namaz kılar,
Ona isyan etmeyiz.

Kur’ana iman eden,
Onun yolunda giden,
Cehennemden kurtulur,
İslam gayreti güden.

Mümin güzel huyludur,
Zekidir, şuurludur,
Hiç kimseye zulmetmez,
Kendi de huzurludur.

Ya Rab, affeyle beni!
Hem anamı, babamı,
Düşmanların şerrinden,
Koru her Müslümanı!"
Ya Rab!,"Bu âciz kulların sensiz edemez,
Ya Rab, bu âcizi senden ayırma!

Seni sevmek, benim dinim imanım,
Ya Rab, imanımı dinden ayırma!
Şeyhim güldür, gülün yaprağıyım ben,
Ya Rab, bu yaprağı gülden ayırma!

Yapraklar sarardı, döndüm hazana,
Ya Rab, hazanımı daldan ayırma!

Dostun bahçesinin bülbülüyüm ben,
Ya Rab, bülbülünü gülden ayırma!

Balık gölden çıksa hemen ölürmüş,
Ya Rab, balığını gölden ayırma!

fakir bir kuldur,
Ya Rab, fakir kulu, Şah’tan ayırma!"
Hâlık bilmez mi hiç?,"Derdimi bilen yok deme!
Hâlık olan bilmez mi hiç?

Çoktur nimet hazinesi,
İsteyene vermez mi hiç?

Eğer ihlâsla ağlarsan
Gözyaşını silmez mi hiç?

Sonsuzdur rahmet deryası,
Sakın deme, bitmez mi hiç?

Gizli de günah işleme!
Yapılanı görmez mi hiç?

Dua et, çok iste, bıkma!
Sana ihsan etmez mi hiç?

Samimi tevbe edeni,
Severek affetmez mi hiç?

Kâfir olarak ölürsen,
Cehenneme atmaz mı hiç?

Rabbim, imanla öleni,
Cennetine koymaz mı hiç?"
Kendini bil,"Biraz kendini tanı!
Can içre ara canı!
Ver canı, al cananı!
Kendini bil kendini!

Görünen sıfatındır,
Onu gören zatındır,
Bilirsen sanatındır,
Kendini bil kendini!

Veli hayrete daldı,
İçi dışı nur oldu,
Tevhid-i zatı buldu,
Kendini bil kendini!

ne oldu?
Bilenler onu buldu,
Bulan aşkıyla doldu,
Kendini bil kendini!"
Geldim,"Her şey senden, medet Allah’ım medet,
Aklın alındığı yerlere geldim.
Duamızı kabul buyur, eyleme ret!
Göğsün delindiği yerlere geldim.

Hep, âh ile zardır, âşığın işi,
Kan ile karışır gözünün yaşı.
İnci, mercan olmuş toprağı, taşı,
Cevher bulunduğu yerlere geldim.

Dağların başına, bulutlar çıkar,
Bağrımın içinde, şimşekler çakar,
Firdevs-i âlâdan, bir servi çınar,
Çıkıp salındığı yerlere geldim.

Sümbülün davası, servi dalıyla,
Bülbülün sevdası, bahar gülüyle,
Muhabbet sunarken, Hakîm diliyle,
Gönlün sızladığı yerlere geldim.

Elime bir geçse tatlı nigâhın,
Bilemedim kıymetini dergâhın.
Âlem-i ervahtan, bir şems-ü mâhın,
Nurunu saçtığı yerlere geldim."
Gerçek âşık,"Gerçek aşkın var nişanı,
Dosttan esirgemez canı.
Bekleyemez bir an önce,
Arzu eder Yaradan’ı.

Âşıklara akıl ermez,
Aşkından hiç taviz vermez,
Dünyaları gözü görmez,
Vermek ister hemen canı.

Tanırlar âşık olanı,
Yüzünde olur nişanı,
Gece gündüz durmaz akar,
Gözlerinin yaşı kanı.

Aşktan maksat dinle iman,
Aşk yoksa buğdaysız saman,
Aşktan mahrum kalan insan,
Pek bilmez dini, imanı.

Kaldırmabaşını!
Âşıkların ayağından,
Feda edersen bin canı,
Bulursun elbet Sultanı."
